websites,vendor,lead_time,product_category,product_type,collection,design_name,design_sku,variant_name,variant_type,sku,description,keywords,images,install_images,price,sale_unit,sale_quantity,minimum_quantity,style,color,substrate,backing,roll_width_inches,roll_length_yards,mural_width_inches,mural_height_inches,tile_width_inches,tile_height_inches,motif_width_inches,vertical_repeat_inches,repeat_match_type,printed_width_inches,weight,application,removability,washability,color_fastness,fire_rating,print_type,margin_trim,print_to_order
H,d-c-fix,2-3 weeks,Specialty,Contact Paper,Contact Paper,White Ash,200-5314,White Ash,Master,200-5314,,"wood, wood grain, veneer",https://s3-us-west-2.amazonaws.com/astek-product-images/D-C-Fix_Contact_Paper_pt_2/200-5314.jpg,https://s3-us-west-2.amazonaws.com/astek-product-images/D-C-Fix_Contact_Paper_pt_2/200-5314_install.jpg,120.00,Roll,1,1,Faux Finish,"Off-White, Beige",,Adhesive,35.43,16.4,,,,,,,,,8,Self-adhesive,Removable - Reusable,,,,,,
H,d-c-fix,2-3 weeks,Specialty,Contact Paper,Contact Paper,Cottage Pine,200-5315,Cottage Pine,Master,200-5315,,"wood, wood grain, veneer, natural",https://s3-us-west-2.amazonaws.com/astek-product-images/D-C-Fix_Contact_Paper_pt_2/200-5315.jpg,,120.00,Roll,1,1,Faux Finish,Brown,,Adhesive,35.43,16.4,,,,,,,,,8,Self-adhesive,Removable - Reusable,,,,,,
H,d-c-fix,2-3 weeks,Specialty,Contact Paper,Contact Paper,Cortes - Brown,200-5321,Cortes - Brown,Master,200-5321,,"marble, stone, granite, luxe, luxury",https://s3-us-west-2.amazonaws.com/astek-product-images/D-C-Fix_Contact_Paper_pt_2/200-5321.jpg,,120.00,Roll,1,1,Faux Finish,"Beige, White",,Adhesive,35.43,16.4,,,,,,,,,8,Self-adhesive,Removable - Reusable,,,,,,
H,d-c-fix,2-3 weeks,Specialty,Contact Paper,Contact Paper,Cortes - Blue,200-5322,Cortes - Blue,Master,200-5322,,"marble, stone, granite, luxe, luxury",https://s3-us-west-2.amazonaws.com/astek-product-images/D-C-Fix_Contact_Paper_pt_2/200-5322.jpg,https://s3-us-west-2.amazonaws.com/astek-product-images/D-C-Fix_Contact_Paper_pt_2/200-5322_install.jpg,120.00,Roll,1,1,Faux Finish,"Blue, White",,Adhesive,35.43,16.4,,,,,,,,,8,Self-adhesive,Removable - Reusable,,,,,,
H,d-c-fix,2-3 weeks,Specialty,Contact Paper,Contact Paper,Marble - Green,200-5323,Marble - Green,Master,200-5323,,"marble, stone, granite, luxe, luxury",https://s3-us-west-2.amazonaws.com/astek-product-images/D-C-Fix_Contact_Paper_pt_2/200-5323.jpg,,120.00,Roll,1,1,Faux Finish,"Green, White",,Adhesive,35.43,16.4,,,,,,,,,8,Self-adhesive,Removable - Reusable,,,,,,
H,d-c-fix,2-3 weeks,Specialty,Contact Paper,Contact Paper,Watercolor Marble,200-5344,Watercolor Marble,Master,200-5344,,"marble, stone, granite, luxe, luxury",https://s3-us-west-2.amazonaws.com/astek-product-images/D-C-Fix_Contact_Paper_pt_2/200-5344.jpg,,120.00,Roll,1,1,Faux Finish,Pink,,Adhesive,35.43,16.4,,,,,,,,,8,Self-adhesive,Removable - Reusable,,,,,,
H,d-c-fix,2-3 weeks,Specialty,Contact Paper,Contact Paper,Bright Pine,200-5349,Bright Pine,Master,200-5349,,"wood, wood grain, veneer, blonde, natural",https://s3-us-west-2.amazonaws.com/astek-product-images/D-C-Fix_Contact_Paper_pt_2/200-5349.jpg,,120.00,Roll,1,1,Faux Finish,"Brown, Cream",,Adhesive,35.43,16.4,,,,,,,,,8,Self-adhesive,Removable - Reusable,,,,,,
H,d-c-fix,2-3 weeks,Specialty,Contact Paper,Contact Paper,Beech Planks,200-5356,Beech Planks,Master,200-5356,,"wood, wood grain, veneer",https://s3-us-west-2.amazonaws.com/astek-product-images/D-C-Fix_Contact_Paper_pt_2/200-5356.jpg,,120.00,Roll,1,1,Faux Finish,Brown,,Adhesive,35.43,16.4,,,,,,,,,8,Self-adhesive,Removable - Reusable,,,,,,
H,d-c-fix,2-3 weeks,Specialty,Contact Paper,Contact Paper,Carrara - Grey,200-5357,Carrara - Grey,Master,200-5357,,"marble, stone, granite, luxe, luxury",https://s3-us-west-2.amazonaws.com/astek-product-images/D-C-Fix_Contact_Paper_pt_2/200-5357.jpg,https://s3-us-west-2.amazonaws.com/astek-product-images/D-C-Fix_Contact_Paper_pt_2/200-5357_install.jpg,120.00,Roll,1,1,Faux Finish,"White, Off-White",,Adhesive,35.43,16.4,,,,,,,,,8,Self-adhesive,Removable - Reusable,,,,,,
H,d-c-fix,2-3 weeks,Specialty,Contact Paper,Contact Paper,Carrara - Beige,200-5358,Carrara - Beige,Master,200-5358,,"marble, stone, granite, luxe, luxury",https://s3-us-west-2.amazonaws.com/astek-product-images/D-C-Fix_Contact_Paper_pt_2/200-5358.jpg,,120.00,Roll,1,1,Faux Finish,Off-White,,Adhesive,35.43,16.4,,,,,,,,,8,Self-adhesive,Removable - Reusable,,,,,,
